256,16,16,10
0.20300935,-1.2073808,-0.63409376,-0.33713165
-0.07045104,-0.23242947,0.06910032,0.2500554
0.06392468,-0.96285784,0.33015049,-1.3099583
-0.09111194,-0.67464286,-0.5220355,-0.3233282
0.91749513,-1.031228,-0.2554661,-0.28804162
0.58321905,0.5134759,-0.39003164,-0.8246714
0.12406229,0.11681614,-1.1651205,-0.41440395
-0.72749066,-0.3764519,-0.40393862,-1.3752425
0.4315584,-0.018050462,-0.07866009,-1.397602
-0.10218152,-0.51468974,-0.726065,-0.9875728
-0.4321349,0.008330282,-1.068718,
0.19142643,-0.28628966,-1.1549985,
-0.7675362,-0.06440144,0.43148178,
-0.3435136,0.4686455,-0.9459016,
0.03278727,-0.99261034,0.5095877,
-0.0020040201,0.65895444,-0.5143532,
0.17533655,,,
-1.035869,,,
0.12096658,,,
-0.8723645,,,
0.8433841,,,
-0.8670702,,,
0.5494304,,,
0.16524665,,,
-0.2511545,,,
-0.9586893,,,
0.1353828,,,
-0.7825949,,,
0.71608526,,,
-0.6971389,,,
0.9439236,,,
-0.93507826,,,
-0.24534678,,,
-0.9098486,,,
-0.14863852,,,
0.42911702,,,
-0.5375873,,,
-0.16947891,,,
0.014180963,,,
-0.63111264,,,
0.19710417,,,
-0.507032,,,
-0.14273904,,,
-0.5349199,,,
-0.571493,,,
-0.17620443,,,
-0.42276928,,,
0.44477782,,,
-0.87976146,,,
0.15152954,,,
-0.5209793,,,
-0.6888676,,,
0.10199781,,,
-0.5469425,,,
-0.6889187,,,
-0.8249221,,,
0.6304646,,,
-0.3637653,,,
-0.81395555,,,
-0.89925253,,,
0.9752143,,,
-0.30827025,,,
-0.41478544,,,
0.305352,,,
-1.0317032,,,
-0.90460014,,,
0.91521686,,,
-0.4542103,,,
0.7823264,,,
0.030293085,,,
0.55429363,,,
-0.22177225,,,
0.34408548,,,
0.62148845,,,
0.013491436,,,
0.57594585,,,
0.3880667,,,
0.73815024,,,
-0.8640251,,,
0.46341404,,,
0.49001184,,,
0.9760818,,,
0.8410092,,,
-0.938283,,,
-0.8102539,,,
0.9094733,,,
0.18766604,,,
0.62520605,,,
-0.39248836,,,
0.6321071,,,
-0.24173555,,,
0.14754649,,,
1.0054991,,,
-0.9210063,,,
-0.21902691,,,
0.18615335,,,
0.5078465,,,
-0.15732723,,,
0.6457596,,,
0.9510764,,,
0.3398392,,,
-0.6182877,,,
-0.83662456,,,
0.576781,,,
-0.387064,,,
0.52895296,,,
-0.85887855,,,
0.21496302,,,
-0.8333983,,,
0.31547713,,,
-0.31522298,,,
0.8309684,,,
0.34000537,,,
0.44517955,,,
-0.44669104,,,
0.9545705,,,
-0.47888654,,,
0.41656986,,,
0.5530668,,,
-0.67965555,,,
-0.43726858,,,
-0.6494442,,,
0.5342473,,,
-0.4149213,,,
0.4310022,,,
-0.429498,,,
-0.87808406,,,
-0.010897734,,,
-0.8944505,,,
0.53820944,,,
-1.0144398,,,
0.7828555,,,
0.11577266,,,
-0.94830644,,,
0.93711114,,,
-0.19220306,,,
-0.35196194,,,
0.5447133,,,
0.064654335,,,
-0.09793502,,,
-0.81755066,,,
-0.71315247,,,
0.38502243,,,
-0.7134466,,,
-0.5453312,,,
-0.29494995,,,
-0.87506235,,,
-0.6450423,,,
0.05483767,,,
0.6105049,,,
0.47517487,,,
0.72253025,,,
0.4024097,,,
-1.0197921,,,
0.13552062,,,
-0.34466004,,,
-1.3890733,,,
0.50228596,,,
0.38016564,,,
-0.033683505,,,
-0.7462729,,,
0.7100601,,,
-1.2108327,,,
-0.51966274,,,
-0.3738094,,,
-1.1064049,,,
-0.5863689,,,
0.079566985,,,
-0.097979955,,,
-0.5475185,,,
-0.17740801,,,
-0.3923891,,,
-0.84792906,,,
-0.23574981,,,
0.7543019,,,
-0.8000081,,,
0.23508084,,,
0.24152794,,,
0.43787026,,,
-1.0606548,,,
-1.2476965,,,
-1.145509,,,
0.3294391,,,
-0.7684448,,,
-0.3218606,,,
0.09816605,,,
-0.49467993,,,
-0.14496727,,,
0.52938056,,,
-0.572599,,,
-0.24793842,,,
0.09163837,,,
-0.4853839,,,
-0.61017406,,,
0.5820723,,,
0.3485282,,,
-0.3259457,,,
-0.05049413,,,
-0.1330088,,,
-0.73316306,,,
0.07261459,,,
0.79783034,,,
0.6177236,,,
0.4959761,,,
0.018006857,,,
-0.027655505,,,
-1.3132163,,,
-0.111956604,,,
0.20790271,,,
-1.0572513,,,
-0.08429642,,,
0.20011406,,,
-1.4444352,,,
-0.15284976,,,
-1.3461664,,,
-0.1987177,,,
-0.06465587,,,
0.36472282,,,
-0.8713244,,,
-0.58805114,,,
-0.69235307,,,
0.6778971,,,
-0.5847241,,,
-0.818127,,,
0.7251824,,,
0.9275719,,,
-0.76202005,,,
0.5201579,,,
-0.5633498,,,
0.8527438,,,
-0.68800056,,,
-1.0387689,,,
0.30295458,,,
-0.04868231,,,
-0.52561814,,,
-1.0760971,,,
-0.016900249,,,
-0.4125982,,,
-0.6441307,,,
-1.1390909,,,
-1.0172584,,,
-0.85498405,,,
0.26850304,,,
-1.0135713,,,
0.06744204,,,
-0.16400488,,,
0.22201563,,,
0.91112405,,,
0.14994098,,,
0.60794663,,,
0.5293128,,,
-0.248558,,,
0.9189427,,,
0.37310067,,,
-0.45813838,,,
0.27043462,,,
